<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.10.08	17:49:00	6351.530	6353.084	6351.530	6353.079	30	0	167
2021.10.08	17:50:00	6352.793	6353.479	6352.483	6353.303	29	0	167
2021.10.08	17:51:00	6353.178	6354.608	6352.940	6354.608	30	0	167
2021.10.08	17:52:00	6354.779	6354.807	6353.203	6353.203	30	0	167
2021.10.08	17:53:00	6353.211	6354.096	6353.035	6353.740	30	0	167
2021.10.08	17:54:00	6353.746	6354.487	6353.508	6354.487	29	0	167
2021.10.08	17:55:00	6354.256	6354.396	6353.583	6353.883	30	0	167
2021.10.08	17:56:00	6353.900	6354.814	6353.900	6354.668	30	0	167
2021.10.08	17:57:00	6354.367	6354.410	6353.597	6353.597	30	0	167
2021.10.08	17:58:00	6353.695	6353.917	6352.425	6352.555	29	0	167
2021.10.08	17:59:00	6352.458	6353.516	6352.070	6353.311	30	0	167
2021.10.08	18:00:00	6353.560	6354.225	6353.424	6354.149	30	0	167
2021.10.08	18:01:00	6354.042	6354.645	6353.550	6354.208	30	0	167
2021.10.08	18:02:00	6354.150	6355.616	6354.150	6355.616	30	0	167
2021.10.08	18:03:00	6355.613	6355.755	6354.465	6354.799	28	0	167
2021.10.08	18:04:00	6354.823	6355.870	6354.631	6355.556	30	0	167
2021.10.08	18:05:00	6355.360	6356.182	6355.360	6355.760	30	0	167
2021.10.08	18:06:00	6355.668	6355.836	6354.468	6354.803	30	0	167
2021.10.08	18:07:00	6354.662	6354.910	6353.813	6354.119	30	0	167
2021.10.08	18:08:00	6354.203	6355.671	6354.049	6355.481	30	0	167
2021.10.08	18:09:00	6355.228	6355.710	6354.531	6354.830	29	0	167
2021.10.08	18:10:00	6354.449	6354.510	6353.520	6353.541	30	0	167
2021.10.08	18:11:00	6353.757	6353.757	6352.739	6353.211	30	0	167
2021.10.08	18:12:00	6353.371	6353.733	6352.222	6352.513	30	0	167
2021.10.08	18:13:00	6352.676	6352.986	6352.066	6352.421	30	0	167
2021.10.08	18:14:00	6352.234	6352.958	6351.921	6352.443	29	0	167
2021.10.08	18:15:00	6352.373	6353.384	6351.902	6351.902	30	0	167
2021.10.08	18:16:00	6351.903	6352.461	6351.470	6352.461	30	0	167
2021.10.08	18:17:00	6352.487	6352.995	6352.124	6352.509	30	0	167
2021.10.08	18:18:00	6352.670	6353.782	6352.530	6353.228	30	0	167
2021.10.08	18:19:00	6353.396	6353.396	6351.940	6352.198	28	0	167
2021.10.08	18:20:00	6352.029	6352.029	6351.390	6351.586	30	0	167
2021.10.08	18:21:00	6351.674	6351.907	6350.242	6350.270	30	0	167
2021.10.08	18:22:00	6350.192	6350.192	6349.051	6349.286	30	0	167
2021.10.08	18:23:00	6348.984	6349.566	6348.754	6349.116	30	0	167
2021.10.08	18:24:00	6349.070	6349.324	6347.974	6349.178	29	0	167
2021.10.08	18:25:00	6349.049	6350.266	6348.793	6350.150	30	0	167
2021.10.08	18:26:00	6350.341	6351.396	6350.113	6350.958	30	0	167
2021.10.08	18:27:00	6350.833	6350.944	6350.041	6350.516	30	0	167
2021.10.08	18:28:00	6350.557	6350.557	6349.874	6350.274	30	0	167
2021.10.08	18:29:00	6350.391	6350.540	6349.290	6349.572	30	0	167
2021.10.08	18:30:00	6349.668	6350.216	6349.063	6349.522	30	0	167
2021.10.08	18:31:00	6349.589	6350.014	6348.764	6349.089	30	0	167
2021.10.08	18:32:00	6349.404	6349.966	6348.874	6349.529	29	0	167
2021.10.08	18:33:00	6349.645	6349.712	6347.926	6348.030	30	0	167
2021.10.08	18:34:00	6347.946	6348.782	6347.946	6348.454	30	0	167
2021.10.08	18:35:00	6348.385	6348.472	6347.309	6347.309	30	0	167
2021.10.08	18:36:00	6347.393	6347.954	6346.802	6347.660	30	0	167
2021.10.08	18:37:00	6347.695	6348.026	6346.182	6346.271	30	0	167
2021.10.08	18:38:00	6346.195	6346.451	6344.603	6344.603	30	0	167
2021.10.08	18:39:00	6344.761	6344.774	6343.735	6344.070	30	0	167
2021.10.08	18:40:00	6344.239	6344.239	6342.471	6342.730	30	0	167
2021.10.08	18:41:00	6343.106	6343.106	6341.869	6342.747	30	0	167
2021.10.08	18:42:00	6342.717	6343.407	6341.999	6343.407	30	0	167
2021.10.08	18:43:00	6343.214	6343.278	6342.186	6342.186	30	0	167
2021.10.08	18:44:00	6342.437	6342.731	6341.890	6342.530	30	0	167
2021.10.08	18:45:00	6342.630	6343.140	6342.062	6342.807	30	0	167
2021.10.08	18:46:00	6342.887	6344.115	6342.887	6343.987	30	0	167
2021.10.08	18:47:00	6344.199	6344.720	6343.116	6343.210	30	0	167
2021.10.08	18:48:00	6343.215	6343.369	6342.705	6342.787	30	0	167
2021.10.08	18:49:00	6342.971	6343.214	6341.478	6341.676	30	0	167
2021.10.08	18:50:00	6341.864	6341.903	6340.851	6341.093	30	0	167
2021.10.08	18:51:00	6341.015	6341.015	6340.040	6340.387	30	0	167
2021.10.08	18:52:00	6340.290	6340.863	6339.884	6340.568	30	0	167
2021.10.08	18:53:00	6340.449	6341.297	6340.306	6340.921	30	0	167
2021.10.08	18:54:00	6340.814	6342.642	6340.684	6342.457	30	0	167
2021.10.08	18:55:00	6342.858	6343.034	6342.151	6342.689	30	0	167
2021.10.08	18:56:00	6342.655	6343.121	6342.527	6342.892	30	0	167
2021.10.08	18:57:00	6342.947	6343.411	6342.335	6342.679	30	0	167
2021.10.08	18:58:00	6342.811	6343.329	6342.605	6343.084	30	0	167
2021.10.08	18:59:00	6342.942	6343.745	6342.745	6343.745	30	0	167
2021.10.08	19:00:00	6343.909	6344.495	6343.701	6343.732	30	0	167
2021.10.08	19:01:00	6343.743	6344.163	6343.459	6344.041	30	0	167
2021.10.08	19:02:00	6344.284	6344.307	6343.325	6343.367	30	0	167
2021.10.08	19:03:00	6343.310	6343.590	6342.538	6342.784	30	0	167
2021.10.08	19:04:00	6342.909	6343.761	6342.730	6343.067	30	0	167
2021.10.08	19:05:00	6343.083	6344.447	6343.083	6343.653	30	0	167
2021.10.08	19:06:00	6343.325	6344.125	6343.117	6343.652	30	0	167
2021.10.08	19:07:00	6343.863	6344.693	6343.516	6344.222	30	0	167
2021.10.08	19:08:00	6343.964	6344.786	6343.964	6344.420	29	0	167
2021.10.08	19:09:00	6344.461	6344.461	6342.752	6342.811	30	0	167
2021.10.08	19:10:00	6342.629	6343.246	6342.327	6343.246	30	0	167
2021.10.08	19:11:00	6342.934	6343.045	6342.143	6342.253	30	0	167
2021.10.08	19:12:00	6342.214	6342.367	6341.143	6341.794	30	0	167
2021.10.08	19:13:00	6341.758	6342.674	6341.111	6342.674	30	0	167
2021.10.08	19:14:00	6342.505	6342.524	6341.710	6342.181	30	0	167
2021.10.08	19:15:00	6342.203	6342.814	6341.483	6342.814	30	0	167
2021.10.08	19:16:00	6342.727	6343.708	6342.644	6343.053	30	0	167
2021.10.08	19:17:00	6343.118	6344.030	6343.061	6343.840	29	0	167
2021.10.08	19:18:00	6343.862	6343.862	6342.595	6342.892	30	0	167
2021.10.08	19:19:00	6343.045	6344.372	6342.939	6344.372	30	0	167
2021.10.08	19:20:00	6344.363	6346.040	6344.363	6346.040	30	0	167
2021.10.08	19:21:00	6346.518	6346.518	6345.310	6345.826	30	0	167
2021.10.08	19:22:00	6345.493	6346.709	6345.048	6346.622	30	0	167
2021.10.08	19:23:00	6346.488	6346.966	6345.351	6345.351	30	0	167
2021.10.08	19:24:00	6345.378	6345.475	6344.538	6344.963	30	0	167
2021.10.08	19:25:00	6345.083	6345.955	6344.945	6344.945	30	0	167
2021.10.08	19:26:00	6345.013	6345.256	6343.573	6343.669	30	0	167
2021.10.08	19:27:00	6343.637	6344.878	6342.783	6344.867	30	0	167
2021.10.08	19:28:00	6344.835	6345.078	6344.046	6344.046	30	0	167
2021.10.08	19:29:00	6344.081	6345.885	6344.081	6345.625	30	0	167
2021.10.08	19:30:00	6345.712	6346.267	6345.335	6345.919	30	0	167
2021.10.08	19:31:00	6346.279	6346.336	6345.665	6345.774	30	0	167
2021.10.08	19:32:00	6345.894	6346.651	6345.789	6346.548	30	0	167
2021.10.08	19:33:00	6346.518	6347.864	6346.518	6347.505	30	0	167
2021.10.08	19:34:00	6347.378	6347.552	6346.653	6347.370	30	0	167
2021.10.08	19:35:00	6347.069	6347.286	6346.089	6346.316	30	0	167
2021.10.08	19:36:00	6346.485	6346.523	6344.044	6344.111	30	0	167
2021.10.08	19:37:00	6344.104	6345.163	6344.104	6344.853	30	0	167
2021.10.08	19:38:00	6344.832	6344.945	6343.410	6344.660	30	0	167
2021.10.08	19:39:00	6344.322	6345.751	6344.322	6345.271	30	0	167
2021.10.08	19:40:00	6345.346	6345.710	6344.083	6344.083	30	0	167
2021.10.08	19:41:00	6344.213	6344.280	6343.489	6343.762	30	0	167
2021.10.08	19:42:00	6343.917	6343.917	6342.234	6342.902	30	0	167
2021.10.08	19:43:00	6342.783	6343.102	6342.282	6342.349	30	0	167
2021.10.08	19:44:00	6342.197	6342.241	6340.104	6340.309	30	0	167
2021.10.08	19:45:00	6340.063	6341.171	6339.875	6340.374	30	0	167
2021.10.08	19:46:00	6340.314	6340.719	6339.691	6340.588	30	0	167
2021.10.08	19:47:00	6340.398	6341.377	6340.267	6341.241	30	0	167
2021.10.08	19:48:00	6341.273	6341.273	6339.063	6339.063	30	0	167
2021.10.08	19:49:00	6339.037	6339.134	6338.155	6338.549	30	0	167
2021.10.08	19:50:00	6338.483	6338.692	6337.356	6337.356	30	0	167
2021.10.08	19:51:00	6337.486	6337.728	6336.925	6336.925	30	0	167
2021.10.08	19:52:00	6337.085	6337.276	6336.727	6336.969	31	0	167
2021.10.08	19:53:00	6336.984	6338.531	6336.984	6337.962	30	0	167
2021.10.08	19:54:00	6337.906	6337.906	6336.531	6337.335	30	0	167
2021.10.08	19:55:00	6337.292	6338.098	6336.990	6337.084	30	0	167
2021.10.08	19:56:00	6337.334	6337.987	6337.224	6337.709	30	0	167
2021.10.08	19:57:00	6337.747	6338.076	6337.259	6337.827	30	0	167
2021.10.08	19:58:00	6337.906	6337.906	6335.743	6335.743	29	0	167
2021.10.08	19:59:00	6335.806	6335.990	6334.613	6335.229	30	0	167
2021.10.08	20:00:00	6335.205	6335.205	6334.478	6334.478	30	0	167
2021.10.08	20:01:00	6334.801	6334.916	6333.943	6333.943	30	0	167
2021.10.08	20:02:00	6333.716	6335.433	6333.716	6334.929	29	0	167
2021.10.08	20:03:00	6334.855	6336.292	6334.570	6336.095	30	0	167
2021.10.08	20:04:00	6336.175	6337.100	6335.931	6336.572	30	0	167
2021.10.08	20:05:00	6336.330	6336.486	6335.452	6335.860	30	0	167
2021.10.08	20:06:00	6335.873	6336.632	6335.578	6336.407	30	0	167
2021.10.08	20:07:00	6336.533	6337.228	6336.170	6336.410	30	0	167
2021.10.08	20:08:00	6336.604	6337.032	6336.300	6336.520	29	0	167
2021.10.08	20:09:00	6336.371	6336.371	6335.579	6336.249	30	0	167
2021.10.08	20:10:00	6336.346	6337.099	6336.346	6336.610	30	0	167
2021.10.08	20:11:00	6336.647	6337.166	6336.134	6336.811	30	0	167
2021.10.08	20:12:00	6336.852	6337.260	6336.123	6336.123	29	0	167
2021.10.08	20:13:00	6336.062	6336.866	6336.062	6336.568	30	0	167
2021.10.08	20:14:00	6336.628	6337.062	6336.255	6337.062	30	0	167
2021.10.08	20:15:00	6337.152	6338.185	6337.152	6338.087	30	0	167
2021.10.08	20:16:00	6338.020	6338.877	6337.776	6338.613	30	0	167
2021.10.08	20:17:00	6338.727	6339.360	6338.322	6339.112	30	0	167
2021.10.08	20:18:00	6339.004	6340.139	6338.881	6339.555	30	0	167
2021.10.08	20:19:00	6339.526	6339.793	6338.780	6339.288	30	0	167
2021.10.08	20:20:00	6339.118	6339.559	6338.955	6339.182	30	0	167
2021.10.08	20:21:00	6338.947	6339.036	6337.658	6337.984	30	0	167
2021.10.08	20:22:00	6337.900	6338.613	6337.530	6338.335	28	0	167
2021.10.08	20:23:00	6338.637	6339.777	6338.424	6339.517	30	0	167
2021.10.08	20:24:00	6339.623	6340.880	6339.402	6340.231	30	0	167
2021.10.08	20:25:00	6340.274	6341.624	6339.853	6341.624	30	0	167
2021.10.08	20:26:00	6341.684	6342.357	6341.602	6342.176	30	0	167
2021.10.08	20:27:00	6342.183	6342.399	6341.379	6342.399	30	0	167
2021.10.08	20:28:00	6342.552	6342.552	6341.610	6341.671	30	0	167
2021.10.08	20:29:00	6341.334	6341.629	6340.953	6341.138	30	0	167
2021.10.08	20:30:00	6341.159	6341.516	6340.656	6341.329	30	0	167
2021.10.08	20:31:00	6341.389	6342.471	6341.389	6341.851	30	0	167
2021.10.08	20:32:00	6341.396	6342.382	6340.709	6341.904	30	0	167
2021.10.08	20:33:00	6342.117	6342.791	6341.440	6341.534	30	0	167
2021.10.08	20:34:00	6341.535	6341.761	6340.447	6340.507	30	0	167
2021.10.08	20:35:00	6340.363	6341.469	6340.363	6340.857	30	0	167
2021.10.08	20:36:00	6340.802	6343.157	6340.700	6343.136	30	0	167
2021.10.08	20:37:00	6342.828	6343.170	6342.100	6342.574	30	0	167
2021.10.08	20:38:00	6342.754	6343.336	6342.364	6343.079	30	0	167
2021.10.08	20:39:00	6342.872	6343.061	6341.906	6342.517	30	0	167
2021.10.08	20:40:00	6342.577	6344.280	6342.427	6344.280	29	0	167
2021.10.08	20:41:00	6344.519	6345.551	6344.020	6345.338	30	0	167
2021.10.08	20:42:00	6345.319	6346.104	6345.225	6345.880	30	0	167
2021.10.08	20:43:00	6345.806	6346.153	6344.882	6345.698	30	0	167
2021.10.08	20:44:00	6345.757	6346.709	6345.332	6346.496	30	0	167
2021.10.08	20:45:00	6346.318	6347.466	6345.917	6346.908	30	0	167
2021.10.08	20:46:00	6347.303	6347.957	6346.781	6347.957	30	0	167
2021.10.08	20:47:00	6348.155	6349.270	6348.155	6349.123	30	0	167
2021.10.08	20:48:00	6349.103	6349.517	6348.128	6349.483	30	0	167
2021.10.08	20:49:00	6349.359	6349.359	6348.159	6348.410	30	0	167
2021.10.08	20:50:00	6348.212	6348.485	6347.924	6347.932	30	0	167
2021.10.08	20:51:00	6348.176	6348.780	6347.217	6347.427	29	0	167
2021.10.08	20:52:00	6347.356	6347.982	6346.909	6347.982	30	0	167
2021.10.08	20:53:00	6348.167	6348.241	6346.883	6347.027	30	0	167
2021.10.08	20:54:00	6347.129	6347.346	6346.380	6346.786	30	0	167
2021.10.08	20:55:00	6346.434	6346.600	6345.652	6345.915	30	0	167
2021.10.08	20:56:00	6345.798	6346.511	6345.287	6346.361	30	0	167
2021.10.08	20:57:00	6346.584	6346.969	6346.287	6346.288	30	0	167
2021.10.08	20:58:00	6346.135	6346.594	6345.351	6346.476	29	0	167
2021.10.08	20:59:00	6346.228	6346.228	6345.471	6345.548	30	0	167
2021.10.08	21:00:00	6345.547	6346.455	6345.471	6346.126	30	0	167
2021.10.08	21:01:00	6346.061	6346.230	6345.448	6345.879	30	0	167
2021.10.08	21:02:00	6345.615	6345.615	6342.501	6342.671	30	0	167
2021.10.08	21:03:00	6342.641	6343.135	6342.531	6342.817	30	0	167
2021.10.08	21:04:00	6342.835	6342.947	6342.183	6342.774	30	0	167
2021.10.08	21:05:00	6342.995	6343.398	6342.955	6342.978	30	0	167
2021.10.08	21:06:00	6343.033	6343.503	6342.150	6342.513	29	0	167
2021.10.08	21:07:00	6342.725	6343.659	6341.989	6342.449	30	0	167
2021.10.08	21:08:00	6342.441	6342.702	6340.871	6340.871	30	0	167
2021.10.08	21:09:00	6340.845	6342.145	6340.845	6341.993	30	0	167
2021.10.08	21:10:00	6341.831	6341.968	6340.710	6340.884	30	0	167
2021.10.08	21:11:00	6340.587	6341.668	6340.587	6341.558	30	0	167
2021.10.08	21:12:00	6341.666	6342.848	6341.666	6342.848	30	0	167
2021.10.08	21:13:00	6342.812	6342.993	6342.285	6342.527	30	0	167
2021.10.08	21:14:00	6342.738	6343.817	6342.738	6343.605	29	0	167
2021.10.08	21:15:00	6343.629	6344.423	6343.185	6344.423	30	0	167
2021.10.08	21:16:00	6344.315	6344.449	6343.835	6344.160	30	0	167
2021.10.08	21:17:00	6344.275	6344.500	6343.365	6343.530	30	0	167
2021.10.08	21:18:00	6343.691	6343.917	6342.963	6343.408	30	0	167
2021.10.08	21:19:00	6343.685	6344.412	6343.198	6343.346	30	0	167
2021.10.08	21:20:00	6343.211	6343.744	6342.437	6343.744	30	0	167
2021.10.08	21:21:00	6344.026	6345.125	6343.870	6344.874	30	0	167
2021.10.08	21:22:00	6344.719	6344.980	6344.439	6344.763	30	0	167
2021.10.08	21:23:00	6344.770	6345.605	6344.770	6345.121	30	0	167
2021.10.08	21:24:00	6345.397	6346.174	6345.329	6345.532	30	0	167
2021.10.08	21:25:00	6345.265	6345.699	6344.528	6344.528	30	0	167
2021.10.08	21:26:00	6344.561	6344.974	6343.885	6344.858	30	0	167
2021.10.08	21:27:00	6344.850	6344.949	6342.985	6342.985	29	0	167
2021.10.08	21:28:00	6342.855	6343.732	6342.855	6343.430	30	0	167
2021.10.08	21:29:00	6343.283	6343.427	6342.688	6343.206	30	0	167
2021.10.08	21:30:00	6343.443	6343.946	6342.968	6342.990	30	0	167
2021.10.08	21:31:00	6343.114	6343.212	6342.287	6343.045	30	0	167
2021.10.08	21:32:00	6342.841	6342.931	6342.394	6342.760	30	0	167
2021.10.08	21:33:00	6342.540	6342.586	6341.686	6342.134	30	0	167
2021.10.08	21:34:00	6342.336	6343.096	6342.081	6342.798	30	0	167
2021.10.08	21:35:00	6343.082	6343.338	6342.656	6343.257	30	0	167
2021.10.08	21:36:00	6343.304	6343.959	6342.767	6342.767	30	0	167
2021.10.08	21:37:00	6342.686	6342.833	6341.509	6341.593	30	0	167
2021.10.08	21:38:00	6341.636	6341.636	6340.183	6340.298	30	0	167
2021.10.08	21:39:00	6340.300	6341.259	6339.959	6341.219	30	0	167
2021.10.08	21:40:00	6341.393	6341.773	6340.630	6341.334	30	0	167
2021.10.08	21:41:00	6341.373	6341.373	6339.187	6339.187	30	0	167
2021.10.08	21:42:00	6339.324	6339.497	6338.589	6338.772	29	0	167
2021.10.08	21:43:00	6338.934	6339.347	6338.380	6338.532	30	0	167
2021.10.08	21:44:00	6338.332	6340.340	6338.332	6340.340	30	0	167
2021.10.08	21:45:00	6340.527	6340.952	6340.209	6340.764	30	0	167
2021.10.08	21:46:00	6340.953	6341.179	6340.451	6340.946	30	0	167
2021.10.08	21:47:00	6341.063	6342.612	6341.063	6342.146	30	0	167
2021.10.08	21:48:00	6341.984	6343.463	6341.962	6343.463	30	0	167
2021.10.08	21:49:00	6343.520	6343.664	6342.542	6343.108	30	0	167
2021.10.08	21:50:00	6343.092	6344.166	6343.092	6343.951	30	0	167
2021.10.08	21:51:00	6344.056	6344.685	6343.609	6344.482	30	0	167
2021.10.08	21:52:00	6344.571	6344.623	6343.986	6344.136	30	0	167
2021.10.08	21:53:00	6344.114	6344.968	6343.673	6344.875	30	0	167
2021.10.08	21:54:00	6344.803	6346.369	6344.803	6346.349	30	0	167
2021.10.08	21:55:00	6346.522	6347.853	6346.207	6347.210	30	0	167
2021.10.08	21:56:00	6347.315	6347.315	6346.006	6346.145	30	0	167
2021.10.08	21:57:00	6346.095	6347.528	6345.628	6347.499	30	0	167
2021.10.08	21:58:00	6347.638	6348.718	6347.280	6348.453	30	0	167
2021.10.08	21:59:00	6348.327	6349.208	6348.055	6349.028	30	0	167
2021.10.08	22:00:00	6349.132	6349.132	6348.212	6348.525	30	0	167
2021.10.08	22:01:00	6348.654	6349.216	6348.111	6348.249	30	0	167
2021.10.08	22:02:00	6347.988	6347.988	6345.613	6345.613	30	0	167
2021.10.08	22:03:00	6345.484	6345.484	6343.824	6343.920	28	0	167
2021.10.08	22:04:00	6344.041	6344.510	6343.748	6344.141	30	0	167
2021.10.08	22:05:00	6344.155	6344.372	6343.323	6343.544	30	0	167
2021.10.08	22:06:00	6343.316	6344.488	6343.217	6344.488	30	0	167
2021.10.08	22:07:00	6344.402	6346.585	6344.402	6345.654	30	0	167
2021.10.08	22:08:00	6345.478	6346.752	6345.478	6346.523	29	0	167
2021.10.08	22:09:00	6346.481	6348.076	6345.892	6348.076	30	0	167
2021.10.08	22:10:00	6347.973	6348.929	6347.529	6348.732	30	0	167
2021.10.08	22:11:00	6349.042	6349.712	6348.443	6348.679	30	0	167
2021.10.08	22:12:00	6348.553	6349.193	6348.343	6348.605	30	0	167
2021.10.08	22:13:00	6348.565	6348.657	6348.268	6348.451	30	0	167
2021.10.08	22:14:00	6348.459	6348.783	6348.027	6348.375	30	0	167
2021.10.08	22:15:00	6348.247	6348.802	6347.954	6348.396	30	0	167
2021.10.08	22:16:00	6348.256	6348.742	6347.661	6348.042	30	0	167
2021.10.08	22:17:00	6348.073	6348.126	6347.351	6347.592	30	0	167
2021.10.08	22:18:00	6347.584	6347.915	6347.480	6347.851	30	0	167
2021.10.08	22:19:00	6348.051	6348.718	6347.657	6348.718	30	0	167
2021.10.08	22:20:00	6348.670	6349.964	6348.670	6349.964	30	0	167
2021.10.08	22:21:00	6350.067	6350.336	6348.836	6349.330	30	0	167
2021.10.08	22:22:00	6349.239	6349.834	6348.922	6349.528	30	0	167
2021.10.08	22:23:00	6349.321	6350.044	6348.615	6350.044	30	0	167
2021.10.08	22:24:00	6350.152	6350.910	6350.085	6350.085	30	0	167
2021.10.08	22:25:00	6350.016	6351.680	6349.536	6351.670	30	0	167
2021.10.08	22:26:00	6351.750	6352.768	6351.475	6351.710	30	0	167
2021.10.08	22:27:00	6351.880	6352.758	6351.446	6352.336	30	0	167
2021.10.08	22:28:00	6352.048	6352.483	6351.509	6351.582	30	0	167
2021.10.08	22:29:00	6351.865	6351.940	6350.626	6351.201	30	0	167
2021.10.08	22:30:00	6351.082	6351.320	6350.211	6350.994	30	0	167
2021.10.08	22:31:00	6350.617	6350.617	6349.687	6350.530	30	0	167
2021.10.08	22:32:00	6350.317	6350.737	6349.479	6349.776	30	0	167
2021.10.08	22:33:00	6350.041	6350.041	6348.375	6348.697	30	0	167
2021.10.08	22:34:00	6348.818	6348.834	6347.787	6347.820	30	0	167
2021.10.08	22:35:00	6347.848	6348.204	6347.380	6347.414	30	0	167
2021.10.08	22:36:00	6347.501	6347.838	6346.494	6346.921	29	0	167
2021.10.08	22:37:00	6347.226	6347.630	6346.681	6347.283	30	0	167
2021.10.08	22:38:00	6347.410	6347.797	6345.972	6346.112	30	0	167
2021.10.08	22:39:00	6346.496	6346.577	6346.172	6346.347	30	0	167
2021.10.08	22:40:00	6346.357	6346.626	6345.709	6346.625	30	0	167
2021.10.08	22:41:00	6346.751	6346.908	6345.950	6346.285	30	0	167
2021.10.08	22:42:00	6346.327	6346.827	6346.140	6346.827	30	0	167
2021.10.08	22:43:00	6347.035	6348.354	6347.035	6347.391	30	0	167
2021.10.08	22:44:00	6347.508	6348.607	6347.119	6348.487	30	0	167
2021.10.08	22:45:00	6348.594	6349.307	6348.485	6349.151	30	0	167
2021.10.08	22:46:00	6348.918	6349.059	6348.363	6348.952	30	0	167
2021.10.08	22:47:00	6348.889	6349.068	6346.971	6347.563	30	0	167
2021.10.08	22:48:00	6347.049	6347.914	6347.049	6347.880	30	0	167
2021.10.08	22:49:00	6348.055	6348.055	6346.480	6346.678	30	0	167
2021.10.08	22:50:00	6346.691	6346.750	6345.000	6345.828	30	0	167
2021.10.08	22:51:00	6345.947	6346.015	6344.536	6345.362	30	0	167
2021.10.08	22:52:00	6345.474	6345.474	6344.294	6344.775	30	0	167
2021.10.08	22:53:00	6344.837	6344.837	6343.950	6344.592	30	0	167
2021.10.08	22:54:00	6344.573	6344.914	6344.211	6344.385	30	0	167
2021.10.08	22:55:00	6344.591	6345.069	6343.712	6345.025	30	0	167
2021.10.08	22:56:00	6345.076	6345.739	6344.453	6344.453	30	0	167
2021.10.08	22:57:00	6344.190	6344.616	6343.578	6344.086	30	0	167
2021.10.08	22:58:00	6343.814	6343.993	6342.908	6343.180	30	0	167
2021.10.08	22:59:00	6343.200	6344.851	6343.200	6344.851	30	0	167
2021.10.08	23:00:00	6344.849	6345.442	6344.590	6345.442	30	0	167
2021.10.08	23:01:00	6345.365	6346.063	6345.159	6345.742	30	0	167
2021.10.08	23:02:00	6345.690	6345.700	6344.187	6345.055	30	0	167
2021.10.08	23:03:00	6344.963	6344.963	6344.036	6344.643	30	0	167
2021.10.08	23:04:00	6344.736	6346.662	6344.674	6346.508	30	0	167
2021.10.08	23:05:00	6346.507	6346.980	6346.231	6346.385	30	0	167
2021.10.08	23:06:00	6346.310	6346.362	6345.141	6345.362	30	0	167
2021.10.08	23:07:00	6345.168	6345.661	6345.168	6345.498	30	0	167
2021.10.08	23:08:00	6345.483	6347.012	6345.440	6347.012	29	0	167
2021.10.08	23:09:00	6347.135	6347.242	6345.349	6345.563	30	0	167
2021.10.08	23:10:00	6345.424	6346.078	6345.060	6345.560	30	0	167
2021.10.08	23:11:00	6345.366	6345.366	6344.117	6344.676	30	0	167
2021.10.08	23:12:00	6344.588	6344.917	6344.144	6344.917	30	0	167
2021.10.08	23:13:00	6344.765	6345.251	6344.449	6344.524	30	0	167
2021.10.08	23:14:00	6344.457	6345.028	6344.192	6344.558	30	0	167
2021.10.08	23:15:00	6344.319	6344.504	6343.979	6344.504	29	0	167
2021.10.08	23:16:00	6344.321	6345.257	6344.321	6345.215	30	0	167
2021.10.08	23:17:00	6345.312	6345.351	6344.708	6345.107	30	0	167
2021.10.08	23:18:00	6344.998	6346.077	6344.727	6346.077	30	0	167
2021.10.08	23:19:00	6346.233	6346.634	6345.860	6345.998	30	0	167
2021.10.08	23:20:00	6346.067	6346.466	6345.389	6345.969	30	0	167
2021.10.08	23:21:00	6345.773	6346.152	6345.024	6346.076	30	0	167
2021.10.08	23:22:00	6346.222	6346.578	6346.088	6346.214	30	0	167
2021.10.08	23:23:00	6346.169	6346.473	6345.854	6346.229	30	0	167
2021.10.08	23:24:00	6345.881	6345.947	6344.910	6344.995	30	0	167
2021.10.08	23:25:00	6344.913	6346.440	6344.913	6345.733	30	0	167
2021.10.08	23:26:00	6345.610	6345.610	6344.026	6344.026	30	0	167
2021.10.08	23:27:00	6344.013	6344.910	6343.852	6344.443	30	0	167
2021.10.08	23:28:00	6344.553	6345.925	6344.479	6345.925	30	0	167
2021.10.08	23:29:00	6345.946	6346.662	6345.716	6346.662	30	0	167
2021.10.08	23:30:00	6346.532	6347.606	6346.369	6347.503	30	0	167
2021.10.08	23:31:00	6347.741	6349.137	6347.578	6348.815	30	0	167
2021.10.08	23:32:00	6348.700	6349.952	6348.700	6349.308	30	0	167
2021.10.08	23:33:00	6349.141	6350.786	6349.141	6349.945	30	0	167
2021.10.08	23:34:00	6349.978	6350.216	6349.345	6349.866	30	0	167
2021.10.08	23:35:00	6350.055	6350.060	6348.243	6348.250	30	0	167
2021.10.08	23:36:00	6348.363	6349.525	6348.316	6349.377	30	0	167
2021.10.08	23:37:00	6349.247	6350.618	6349.170	6350.338	30	0	167
2021.10.08	23:38:00	6350.399	6350.761	6349.849	6350.761	30	0	167
2021.10.08	23:39:00	6350.689	6351.328	6350.200	6351.076	30	0	167
2021.10.08	23:40:00	6351.216	6351.233	6349.858	6349.858	30	0	167
2021.10.08	23:41:00	6349.616	6350.840	6349.616	6350.019	30	0	167
2021.10.08	23:42:00	6350.298	6350.640	6348.353	6348.549	30	0	167
2021.10.08	23:43:00	6348.667	6349.308	6348.590	6348.609	30	0	167
2021.10.08	23:44:00	6348.416	6349.155	6347.888	6349.155	30	0	167
2021.10.08	23:45:00	6348.928	6349.612	6348.797	6349.379	30	0	167
